0	-81.2812
0.03	-81.2188
0.06	-81.2812
0.09	-81.2812
0.12	-81.3125
0.15	-81.3125
0.18	-81.3438
0.21	-81.2812
0.24	-81.2812
0.27	-81.3438
0.3	-81.2812
0.33	-81.25
0.36	-81.3438
0.39	-81.3125
0.42	-81.2812
0.45	-81.375
0.48	-81.375
0.51	-81.3438
0.54	-81.4062
0.57	-81.375
0.6	-81.4375
0.63	-81.4375
0.66	-81.4062
0.69	-81.375
0.72	-81.4062
0.75	-81.4375
0.78	-81.4688
0.81	-81.375
0.84	-81.3125
0.87	-81.4688
0.9	-81.375
0.93	-81.4688
0.96	-81.4375
0.99	-81.4375
1.02	-81.4375
1.05	-81.4062
1.08	-81.4062
1.11	-81.4375
1.14	-81.375
1.17	-81.4375
1.2	-81.4062
1.23	-81.375
1.26	-81.4375
1.29	-81.375
1.32	-81.4688
1.35	-81.4375
1.38	-81.4688
1.41	-81.4688
1.44	-81.4688
1.47	-81.4688
1.5	-81.5312
1.53	-81.4688
1.56	-81.375
1.59	-81.4375
1.62	-81.4062
1.65	-81.3125
1.68	-81.3438
1.71	-81.375
1.74	-81.4062
1.77	-81.4062
1.8	-81.375
1.83	-81.375
1.86	-81.3438
1.89	-81.375
1.92	-81.4062
1.95	-81.4375
1.98	-81.5
2.01	-81.4688
2.04	-81.375
2.07	-81.375
2.1	-81.4062
2.13	-81.4375
2.16	-81.4688
2.19	-81.375
2.22	-81.5
2.25	-81.375
2.28	-81.375
2.31	-81.4375
2.34	-81.3438
2.37	-81.375
2.4	-81.3438
2.43	-81.3438
2.46	-81.375
2.49	-81.3125
2.52	-81.3438
2.55	-81.4375
2.58	-81.375
2.61	-81.3438
2.64	-81.3125
2.67	-81.4062
2.7	-81.4062
2.73	-81.4062
2.76	-81.3438
2.79	-81.3438
2.82	-81.4062
2.85	-81.375
2.88	-81.375
2.91	-81.4062
2.94	-81.4375
2.97	-81.375
3	-81.3438
3.03	-81.375
3.06	-81.2812
3.09	-81.3438
3.12	-81.4062
3.15	-81.2812
3.18	-81.375
3.21	-81.2812
3.24	-81.3438
3.27	-81.3125
3.3	-81.2812
3.33	-81.3125
3.36	-81.3125
3.39	-81.3438
3.42	-81.3125
3.45	-81.2812
3.48	-81.2188
3.51	-81.2188
3.54	-81.2812
3.57	-81.2812
3.6	-81.3125
3.63	-81.2812
3.66	-81.25
3.69	-81.2188
3.72	-81.3125
3.75	-81.25
3.78	-81.2812
3.81	-81.3125
3.84	-81.2188
3.87	-81.2812
3.9	-81.2812
3.93	-81.2812
3.96	-81.3125
3.99	-81.2188
4.02	-81.2188
4.05	-81.2812
4.08	-81.2812
4.11	-81.25
4.14	-81.2812
4.17	-81.25
4.2	-81.3125
4.23	-81.2812
4.26	-81.3125
4.29	-81.2812
4.32	-81.375
4.35	-81.25
4.38	-81.3125
4.41	-81.3125
4.44	-81.2812
4.47	-81.2812
